ErrorTROETID,FirmTROETID,ErrorTCode,ErrorTReason,ErrorTType,RepairTStatus,CATTReporterTCRD,CATTReporterTIMID,SubmitterTID,OrderTID,OrderTKeyTDate,TradeTID,TradeTKeyTDate,FulfillmentTID,FulfillmentTKeyTDate,QuoteTID,QuoteTKeyTDate,AllocationTID,AllocationTKeyTDate,Symbol,OptionTID,EventTType,EventTTimestamp,SeqTNo,Side,Price,Quantity,SenderTIMID,ReceiverTIMID,Destination,RoutedTOrderTID,Session,TapeTTradeTID,ParentTOrderTID,ParentTOrderTKeyTDate,PriorTOrderTID,PriorTOrderTKeyTDate,PriorTFulfillmentTID,PriorTFillTKeyTDate,PriorTQuoteTID,PriorTQuoteTKeyTDate,PriorTAllocationTID,PriorTAllocationTKeyTDate,RoutingTParty,Exchange,ReportingTSideTExecutingTMPID,ReportingTSideTTradeTID,ContraTSideTExecutingTMPID,ContraTSideTTradeTID,MarketTCenterTID,FirmTDesignatedTID,RepairTTimestamp,RepairedTBy,RepairTType,RepairTOrg.TID,RepairTSource,CorrectionTDue,FileTName
,,,,,,,,,,,,,,,,,,,,,EOA,20240530T111505.622725927,,Buy,21.56,500,VCVW,NYSE,,VCW52600188157,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,EOA,20240530T093838.813882248,,Buy,23.56,100,VCVW,NYSE,,VCW52600112433,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,EOA,20240530T110733.069475690,,Sell,19.29,100,VCVW,NYSE,,VCW52600183992,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,EOA,20240530T154421.477678990,,Sell,,50,VCVW,NYSE,,VCW52600315429,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,EOA,20240530T101400.690936328,,Sell,7368,4,VCVW,NYSE,,VCW52600149549,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,EOA,20240530T124631.012012467,,Buy,7451,5,VCVW,NYSE,,VCW52600230534,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,EOA,20240530T115902.159165564,,Short,21.6,500,VCVW,NYSE,,VCW52600210546,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,EOA,20240530T100026.571611852,,Sell,20.75,686,VCVW,NYSE,,VCW52600136460,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,EOA,20240530T114122.062651995,,Sell,20.87,140,VCVW,NYSE,,VCW52600202102,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,EOA,20240530T123427.812304373,,Short,16.48,26,VCVW,NYSE,,VCW52600225651,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,EOA,20240530T103336.035786629,,Sell,19.57,100,VCVW,NYSE,,VCW52600164203,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,EOA,20240530T100018.849685443,,Sell,23.14,100,VCVW,NYSE,,VCW52600136303,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,EOA,20240530T131818.341834782,,Sell,22.9,100,VCVW,NYSE,,VCW52600246232,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,EOA,20240530T153816.343509054,,Sell,25.11,830,VCVW,NYSE,,VCW52600312531,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,EOA,20240530T111334.383640766,,Sell,22.42,100,VCVW,NYSE,,VCW52600187395,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,EOA,20240530T113915.947295998,,Sell,22.83,100,VCVW,NYSE,,VCW52600201053,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,EOA,20240530T144342.424901326,,Short,19.12,100,VCVW,NYSE,,VCW52600288243,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,EOA,20240530T134238.052271908,,Sell,20.58,100,VCVW,NYSE,,VCW52600258978,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,EOA,20240530T110314.883405221,,Sell,18.32,1,VCVW,NYSE,,VCW52600181397,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,EOA,20240530T114422.832426846,,Short,7450,30,VCVW,NYSE,,VCW52600203651,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,EOA,20240530T155002.792885308,,Sell,15.94,100,VCVW,NYSE,,VCW52600318675,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,EOA,20240530T105245.729388191,,Short,21.37,100,VCVW,NYSE,,VCW52600176155,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,EOA,20240530T141819.186816101,,Sell,19.11,100,VCVW,NYSE,,VCW52600275660,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,EOA,20240530T093537.828916648,,Buy,31.28,100,VCVW,NYSE,,VCW52600108119,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,EOA,20240530T130427.751802141,,Buy,19.42,100,VCVW,NYSE,,VCW52600239223,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,EOA,20240530T130825.008038520,,Short,24.72,100,VCVW,NYSE,,VCW52600241378,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,EOA,20240530T102615.290524845,,Buy,21.26,100,VCVW,NYSE,,VCW52600159510,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,EOA,20240530T144534.875660722,,Sell,22.36,100,VCVW,NYSE,,VCW52600288628,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,EOA,20240530T144450.980712948,,Short,29,118,VCVW,NYSE,,VCW52600288478,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,EOA,20240530T145843.002238923,,Short,15.82,100,VCVW,NYSE,,VCW52600294203,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,EOA,20240530T135648.008043355,,Short,1184.7,20,VCVW,NYSE,,VCW52600265802,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,EOA,20240530T114501.671885256,,Buy,1.29,133,VCVW,NYSE,,VCW52600203987,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,EOA,20240530T104128.701671017,,Sell,179.45,300,VCVW,NYSE,,VCW52600169330,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,EOM,20240530T155537.564119232,,Short,12.43,100,VCVW,NYSE,,VCW52600323187,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,EOM,20240530T133933.150372467,,Sell,22.26,100,VCVW,NYSE,,VCW52600257584,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,EOA,20240530T141704.012086403,,Sell,20.88,200,VCVW,NYSE,,VCW52600274391,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,EOA,20240530T153550.178688624,,Short,18.67,100,VCVW,NYSE,,VCW52600311085,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,EOA,20240530T094241.394410102,,Sell,25.29,500,VCVW,NYSE,,VCW52600117295,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,EOA,20240530T092509.412262246,,Short,3.62,10000,VCVW,NYSE,,VCW52600090476,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,EOA,20240530T151029.454501093,,Sell,25.15,500,VCVW,NYSE,,VCW52600298823,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,EOA,20240530T102030.803006770,,Buy,25.2,100,VCVW,NYSE,,VCW52600154660,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,EOA,20240530T132504.918089053,,Short,17.89,100,VCVW,NYSE,,VCW52600250125,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,EOA,20240530T092837.038740848,,Sell,9.16,509,VCVW,NYSE,,VCW52600095403,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,EOA,20240530T120846.131745975,,Sell,23.17,100,VCVW,NYSE,,VCW52600215105,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,EOA,20240530T104928.965383821,,Buy,32.01,200,VCVW,NYSE,,VCW52600174181,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,EOM,20240530T093215.957383837,,Buy,11.58,200,VCVW,NYSE,,VCW52600102673,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,EOA,20240530T094546.170437926,,Buy,24.98,427,VCVW,NYSE,,VCW52600120695,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,EOA,20240530T092951.645343498,,Short,3.71,1000,VCVW,NYSE,,VCW52600098103,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,EOA,20240530T131721.816991677,,Buy,25.08,500,VCVW,NYSE,,VCW52600245794,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,EOA,20240530T155107.949309826,,Buy,21.28,500,VCVW,NYSE,,VCW52600319710,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,EOA,20240530T111840.146016019,,Sell,26.05,200,VCVW,NYSE,,VCW52600189903,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,EOA,20240530T145551.424912358,,Buy,19.4,200,VCVW,NYSE,,VCW52600292857,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,EOA,20240530T124500.446368493,,Sell,23.56,100,VCVW,NYSE,,VCW52600229766,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,EOA,20240530T093600.243187908,,Sell,24.85,500,VCVW,NYSE,,VCW52600108778,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,EOA,20240530T114605.848046414,,Short,7453.9,5,VCVW,NYSE,,VCW52600204534,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,EOA,20240530T095036.756536226,,Short,168.04,20,VCVW,NYSE,,VCW52600126285,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,EOA,20240530T092944.068783099,,Buy,,1569,VCVW,NYSE,,VCW52600097679,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,EOA,20240530T104000.384786323,,Short,23.62,200,VCVW,NYSE,,VCW52600168391,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,EOA,20240530T100741.004790219,,Sell,25.21,1400,VCVW,NYSE,,VCW52600143445,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,EOA,20240530T121013.809041973,,Sell,21.53,100,VCVW,NYSE,,VCW52600215835,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,EOA,20240530T092844.826158965,,Buy,,100,VCVW,NYSE,,VCW52600095629,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,EOA,20240530T121234.780088094,,Sell,12.79,500,VCVW,NYSE,,VCW52600216885,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,EOA,20240530T134733.422828141,,Buy,,2,VCVW,NYSE,,VCW52600261251,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,EOA,20240530T111544.438515783,,Buy,16.71,100,VCVW,NYSE,,VCW52600188434,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,EOA,20240530T140743.825439168,,Buy,524.13,47,VCVW,NYSE,,VCW52600270369,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,EOA,20240530T145939.593563413,,Sell,21.99,864,VCVW,NYSE,,VCW52600294626,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,EOA,20240530T104031.257587052,,Buy,23.02,200,VCVW,NYSE,,VCW52600168643,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,EOA,20240530T124352.572138355,,Short,20.79,100,VCVW,NYSE,,VCW52600229222,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,EOA,20240530T151449.789881629,,Buy,24.25,100,VCVW,NYSE,,VCW52600300904,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,EOM,20240530T133606.856569566,,Sell,20.94,100,VCVW,NYSE,,VCW52600255762,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,EOA,20240530T131936.170043398,,Sell,22.3,310,VCVW,NYSE,,VCW52600246994,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,EOA,20240530T154130.977429605,,Buy,7451,5,VCVW,NYSE,,VCW52600314102,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,EOA,20240530T110847.226313230,,Buy,21.26,1000,VCVW,NYSE,,VCW52600184749,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,EOM,20240530T101506.136324138,,Sell,21.29,100,VCVW,NYSE,,VCW52600150380,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,EOA,20240530T115050.500472788,,Sell,14.79,400,VCVW,NYSE,,VCW52600206733,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,EOA,20240530T124151.096559235,,Buy,24.23,100,VCVW,NYSE,,VCW52600228463,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,EOA,20240530T094433.665156008,,Buy,102.14,10,VCVW,NYSE,,VCW52600119446,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,EOA,20240530T132910.677264340,,Sell,20.4,100,VCVW,NYSE,,VCW52600252604,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,EOA,20240530T095303.613230850,,Short,8.68,24,VCVW,NYSE,,VCW52600128749,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,EOA,20240530T094603.765072759,,Sell,19.82,100,VCVW,NYSE,,VCW52600121105,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,EOA,20240530T155043.277566975,,Sell,26.11,2302,VCVW,NYSE,,VCW52600319389,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,EOA,20240530T113623.614134264,,Sell,22.38,200,VCVW,NYSE,,VCW52600199715,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,EOA,20240530T093231.659458174,,Buy,16.82,100,VCVW,NYSE,,VCW52600103059,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,EOA,20240530T131548.020396318,,Buy,525.26,83,VCVW,NYSE,,VCW52600245085,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,EOA,20240530T122645.607088880,,Sell,25.34,1166,VCVW,NYSE,,VCW52600222236,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,EOA,20240530T093017.616702457,,Buy,,899,VCVW,NYSE,,VCW52600099060,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,EOA,20240530T110351.547874675,,Buy,22,300,VCVW,NYSE,,VCW52600181781,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,EOA,20240530T113753.043202552,,Buy,17.67,500,VCVW,NYSE,,VCW52600200349,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,EOA,20240530T090902.410933294,,Buy,25.04,500,VCVW,NYSE,,VCW52600078691,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,EOA,20240530T114327.186967246,,Sell,20.69,100,VCVW,NYSE,,VCW52600203255,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,EOA,20240530T113515.345368529,,Sell,24.82,100,VCVW,NYSE,,VCW52600199200,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,EOA,20240530T113754.858118899,,Sell,24.81,63,VCVW,NYSE,,VCW52600200372,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,EOA,20240530T094856.431048135,,Sell,8.68,43,VCVW,NYSE,,VCW52600124373,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,EOA,20240530T154335.762798941,,Buy,1747.6,10,VCVW,NYSE,,VCW52600315133,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,EOA,20240530T155925.357784732,,Buy,24.82,200,VCVW,NYSE,,VCW52600327428,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,EOA,20240530T141238.319341888,,Buy,3263.3,1,VCVW,NYSE,,VCW52600272314,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,EOA,20240530T103336.252107914,,Sell,25.74,600,VCVW,NYSE,,VCW52600164207,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,EOM,20240530T120324.810094889,,Sell,23.74,100,VCVW,NYSE,,VCW52600212602,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,EOA,20240530T153606.741730091,,Sell,19.1,300,VCVW,NYSE,,VCW52600311423,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,EOA,20240530T093906.283283935,,Buy,24.92,100,VCVW,NYSE,,VCW52600113125,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,EOA,20240530T155422.311788174,,Buy,839,10,VCVW,NYSE,,VCW52600321928,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,EOA,20240530T093131.988720543,,Sell,21.23,100,VCVW,NYSE,,VCW52600101243,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,EOA,20240530T130107.720837278,,Short,22.61,100,VCVW,NYSE,,VCW52600236867,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,EOA,20240530T143554.804826005,,Buy,100.67,10,VCVW,NYSE,,VCW52600284393,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,EOA,20240530T092926.244437829,,Buy,158.53,300,VCVW,NYSE,,VCW52600096909,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,EOA,20240530T131818.784897709,,Sell,22.89,100,VCVW,NYSE,,VCW52600246239,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,EOM,20240530T120327.122381526,,Sell,23.67,100,VCVW,NYSE,,VCW52600212660,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,EOA,20240530T111240.277772487,,Buy,22.71,500,VCVW,NYSE,,VCW52600186859,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,EOA,20240530T094839.131497777,,Sell,23.49,100,VCVW,NYSE,,VCW52600123868,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,EOA,20240530T094030.666095189,,Buy,20.89,100,VCVW,NYSE,,VCW52600114675,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,EOA,20240530T092737.893723578,,Buy,,100,VCVW,NYSE,,VCW52600093470,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,EOA,20240530T115956.760946776,,Sell,24.57,1700,VCVW,NYSE,,VCW52600210957,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,EOA,20240530T133204.566798637,,Buy,26.26,100,VCVW,NYSE,,VCW52600253966,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,EOA,20240530T140134.709835612,,Buy,21.54,300,VCVW,NYSE,,VCW52600267817,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,EOM,20240530T102523.117549989,,Buy,21.73,100,VCVW,NYSE,,VCW52600158926,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,EOA,20240530T101759.023050804,,Buy,28.45,100,VCVW,NYSE,,VCW52600152871,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,EOA,20240530T124554.338081976,,Sell,20.39,100,VCVW,NYSE,,VCW52600230138,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,EOA,20240530T114226.644036890,,Buy,1.36,500,VCVW,NYSE,,VCW52600202725,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,EOA,20240530T094322.199902674,,Buy,24.33,100,VCVW,NYSE,,VCW52600118218,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,EOA,20240530T101345.469106758,,Short,17.82,100,VCVW,NYSE,,VCW52600149256,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,EOA,20240530T110614.834721486,,Sell,25.83,316,VCVW,NYSE,,VCW52600183411,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,EOA,20240530T150310.635832691,,Sell,16.29,200,VCVW,NYSE,,VCW52600296053,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,EOA,20240530T151647.753374722,,Sell,19.7,100,VCVW,NYSE,,VCW52600301920,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,EOA,20240530T123154.614901752,,Buy,21.95,100,VCVW,NYSE,,VCW52600224421,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,EOA,20240530T152701.040483725,,Sell,23.6,100,VCVW,NYSE,,VCW52600307145,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,EOA,20240530T101305.412148931,,Sell,23.2,100,VCVW,NYSE,,VCW52600148679,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,EOA,20240530T100656.215970639,,Sell,22.64,100,VCVW,NYSE,,VCW52600142895,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,EOA,20240530T115750.753607711,,Short,24.59,100,VCVW,NYSE,,VCW52600209965,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,EOA,20240530T114739.744518729,,Sell,23.23,888,VCVW,NYSE,,VCW52600205267,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,EOA,20240530T085251.965329059,,Buy,13.93,200,VCVW,NYSE,,VCW52600068238,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,EOA,20240530T140308.497996277,,Buy,137.08,100,VCVW,NYSE,,VCW52600268415,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,EOA,20240530T102345.722858280,,Sell,22.31,100,VCVW,NYSE,,VCW52600157631,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,EOA,20240530T114939.705823366,,Buy,21.56,100,VCVW,NYSE,,VCW52600206205,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,EOA,20240530T141321.012722168,,Buy,26.2,100,VCVW,NYSE,,VCW52600272641,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,EOA,20240530T093027.953169835,,Sell,22.98,100,VCVW,NYSE,,VCW52600099357,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,EOA,20240530T151322.237498953,,Short,18.68,200,VCVW,NYSE,,VCW52600300164,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,EOA,20240530T125828.172514302,,Short,20.17,1000,VCVW,NYSE,,VCW52600235597,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,EOM,20240530T125227.049147703,,Sell,17.88,1335,VCVW,NYSE,,VCW52600232879,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,EOA,20240530T112505.201390032,,Sell,24.45,151,VCVW,NYSE,,VCW52600193522,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,EOA,20240530T111306.328566306,,Buy,30.01,1,VCVW,NYSE,,VCW52600187092,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,EOA,20240530T125345.000702714,,Sell,21.5,500,VCVW,NYSE,,VCW52600233396,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,EOA,20240530T131330.281861586,,Sell,25.06,700,VCVW,NYSE,,VCW52600244114,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,EOA,20240530T134707.927641484,,Short,24.59,100,VCVW,NYSE,,VCW52600260932,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,EOA,20240530T121548.768014703,,Sell,22.24,232,VCVW,NYSE,,VCW52600218044,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,EOA,20240530T141821.072139332,,Short,19.53,200,VCVW,NYSE,,VCW52600275695,,,,,,,,,,,,,,,,,,,,,,,,,,,
